stage_3_final_rank,candidate_id,stage_2_individual_rank,stage_2_individual_score,comparative_percentile,stage_3_final_score,rank_change,compared_in_top_group,selected_top_100,integrity_status,integrity_reasons
623,CAND_0077343,623,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-04-21, before its verified earliest start 2023-07-01."
624,CAND_0079662,624,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-08-12, before its verified earliest start 2023-01-01."
625,CAND_0081480,625,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-12-14, before its verified earliest start 2023-07-01."
626,CAND_0081778,626,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2021-08-21, before its verified earliest start 2023-07-01."
627,CAND_0084283,627,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-11-14, before its verified earliest start 2023-07-01."
628,CAND_0085851,628,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-10-18, before its verified earliest start 2023-07-01."
629,CAND_0087120,629,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2021-05-23, before its verified earliest start 2023-01-01."
630,CAND_0088385,630,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2019-06-03, before its verified earliest start 2023-01-01."
631,CAND_0088441,631,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-11-14, before its verified earliest start 2023-07-01."
632,CAND_0088878,632,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-02-26, before its verified earliest start 2023-01-01."
633,CAND_0089406,633,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-05-11, before its verified earliest start 2023-01-01."
634,CAND_0091039,634,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2023-05-13, before its verified earliest start 2023-07-01."
635,CAND_0093547,635,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2021-01-16, before its verified earliest start 2023-07-01.|Role ending 2020-12-17 explicitly claims Llama 2, released 2023-07-18.|Role ending 2020-12-17 explicitly claims Mistral 7B, released 2023-09-27.|Role ending 2020-12-17 explicitly claims QLoRA, released 2023-05-23.|QLoRA claims 49 months of use, while approximately 39 months are possible since 2023-05-23."
636,CAND_0095140,636,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Kafka, QLoRA, CNN."
637,CAND_0095317,637,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Webpack, Figma, dbt."
638,CAND_0095480,638,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Agile, React, Snowflake, Content Writing."
639,CAND_0096589,639,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-12-14, before its verified earliest start 2023-07-01."
640,CAND_0096823,640,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-03-19, before its verified earliest start 2023-01-01."
641,CAND_0099581,641,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-11-17, before its verified earliest start 2023-07-01."
